1000x1000, 27045925896
100x100, 30785551
10x10, 74218
110x110, 24719449
120x120, 41336653
130x130, 46994968
140x140, 50681386
150x150, 79932301
155x155, 94141685
1600x1600, 107719251218
160x160, 80400020
20x20, 296991
250x250, 388368942
30x30, 784314
400x400, 1738741934
40x40, 2035836
500x500, 2950133681
50x50, 2886547
60x60, 6912142
70x70, 12355278
750x750, 12848944777
80x80, 10766527
90x90, 22016893
